link,writer,view,text,YMD,time,comment
https://band.us/band/86294308/post/73,김도영,48,잘크던 율마가 얼마전부터 한쪽으로 갈변이 생기네요ᆢㅠ과습인가싶어 2틀에 한번 주던 물도3일로 늘리고 통풍에 신경쓰고있는데요ᆢ우리율마가 왜이럴까요~?,2022년 8월 23일,오전 11:17,"['강 처럼 : 과습은  아니고2일에 물주시고통풍을 좋게 해줘 보심이요 ~', '꽃피우는시간 : @강 처럼 강 처럼님 너무 감사해요~ 다른 게시물에도 많이 댓글 달아주셔서 우수 활동자 선정되시면 따사로운햇볕 선물드릴게요~!', '꽃피우는시간 : 율마는 물 부족하면 금방 잎이 갈변할 수 있어요. 물 주기는 환경에 따라서 달라지기 때문에 흙 상태를 계속 관찰해보시구요, 겉 흙이 마른 것 같으면 바로 바로 물을 콸콸 주셔야해요.통풍은 잘 해주시니깐 좋구요, 햇빛도 많이 보여줘야 하는 아이인데 햇빛은 얼마나 보여주시나요?', '김도영 : 실내에서 키우지만거실에 창이 많다보니햇빛이 드는쪽으로 옮겨주며 관리하고 있는데요크기가 천정을 다을듯한 크기라 이녀석 끌고다니느라 힘드네요^^물준지 3일차인데 겉 흙이 아직 촉촉한데3일차에 그냥 줘야할까요아님 겉흙이 말랐다싶을때 줘야할까요~?', '꽃피우는시간 : @김도영 겉흙 마르기 전에는 물 안주시면 돼요~ 화분 크기가 엄청 큰가요?? 흙은 쓰신 지 얼마나 되셨을까요~', '김도영 : 농원에선 10년 자란 나무라고 했구요물은 4리터를 줘야 밑으로 물이 흐르는 화분 크기에요집에 입양한지 두달됐구요~', '꽃피우는시간 : @김도영 겉 흙 말랐을 때만 물 주시구요, 한 번 주실 때 6~7리터씩 콸콸 쏟아부어서 충분히 밑에 남아있는 물도 새 물로 바뀔 수 있게끔 해주세요. 통풍에 신경 계속 잘 써주시구요~햇빛도 아주 좋아하는 아이이니, 최대한 햇빛 많이 볼 수 있게 해주세요', '김도영 : 데려올땐 촘촘히 모야도 물방울 모양으로이뻤는데 갈변 된 쪽을 잘라내고나니한쪽이 휑해서 넘넘 속상해요ᆢㅠ', '김도영 : 같은환경인데 같은날 데려온 해피트리는잎이 두배로 많아지고 잘 자라거든요~율마때문에 걱정이네요ᆢ', '꽃피우는시간 : @김도영 해피트리보다 율마가 더 키우기 어렵지요~ ㅎㅎ 갈변된 쪽 잘라주신 거 너무 잘하셨어요~ 율마는 좀 더 햇빛을 직접적으로 받을 수 있는 위치로 옮겨주시는게 좋을 것 같아요. 율마가 해피트리보다 햇빛을 훨씬 더 좋아해요']"
https://band.us/band/86294308/post/74,남기영,42,자꾸잎이떨ㅇㅓ져요 예전에는 잎도많고 꽃도피었어는데 어떻게 하면좋을까요.ㅡ.ㅠ도와주세용^^,2022년 8월 23일,오후 12:56,"['꽃피우는시간 : 안녕하세요~! 해피트리는 베란다에서 기르시는 게 좋아요. 방 안쪽에서 키우고 계신가요~? 사진 상 화분 두신 위치는 벽에 붙어있어서 통풍이 안되고, 햇빛을 못 보고 있어서 건강하게 키우기 어려운 위치 같아요~ 흙에 물은 어떤 주기로 주시나요?', '남기영 : 1주일에 한번 듬뿍 줘요', '꽃피우는시간 : @남기영 햇빛 볼 수 있고, 통풍시켜줄 수 있는 곳으로 화분을 좀 옮기실 수가 있을까요~? 물은 1주일에 한 번씩 주지 마시고, 겉 흙이 말라보이면 듬뿍 주셔야 해요', '남기영 : 최대한 통풍잘되고 햇빛볼수있는곳으로 옮겨놨어요.^^뿌리는 영양제는 수시로주면 될까요?', '꽃피우는시간 : @남기영 일주일에 2~3번씩 아침이나 밤에 뿌려주시면 좋아요']"
https://band.us/band/86294308/post/75,서준.상현.도연맘,28,안녕하세요.씨앗이 제법많이 자랐어요^^그런데..약하다보니...물을주다가 고개를숙여졌는데 ㅠ.ㅠ힘이 없는 윗줄가운데는 다시 서지않아요..계속그럴까요? 큰화분에 옮기는게좋은가요?그냥계속 두는게좋은가요?,2022년 8월 23일,오후 11:54,"['꽃피우는시간 : 어릴 때는 옮겨주시면 안돼요, 줄기에 힘 없을 때는 물을 아주 살살 주셔야 해요 너무 쉽게 넘어져 버리지요. 어릴 때 넘어진 경우 다시 못 일어나고 죽어버리는 경우가 많은데, 그래도 할 수 있는 것은 없으니 조금 지켜봐 주세요.']"
https://band.us/band/86294308/post/76,포포,25,학교 화단에 가을꽃 심고 싶은데 어떤 종류가 좋은가요?나무박스에 심을겁니다,2022년 8월 25일,오후 5:58,['꽃피우는시간 : 코스모스 어떠세요~ ㅎㅎ 교직에 있으신지요~?']
https://band.us/band/86294308/post/77,윤병직,39,필로덴드론입니다 잎 뒷면신데요 어느순간 검은점들이 생겼는데 뭐때문인지 궁금합니다,2022년 8월 25일,오후 9:01,"['꽃피우는시간 : 모든 잎이 전체적으로 변했나요~? 전체적인 모습 한 번 보여주시겠어요?', '윤병직 : @꽃피우는시간 이렇습니다', '꽃피우는시간 : @윤병직 총채벌레가 약간 의심되긴 하나, 아직 증상이 심하지 않고 다른 잎들은 괜찮은 것으로 보아 좀 더 지켜봐야 할 것 같아요. 우선 변한 잎들은 바로바로 잘라내 주세요']"
https://band.us/band/86294308/post/78,서준.상현.도연맘,29,안녕하세요.저희집강아지가...잠깐  베란다 안전문이열린사이에 들어가서 요렇게만들어놨어요ㅜ옮겨심으면 다시살아날까요?,2022년 8월 27일,오후 3:59,"['최윤선 : 강아지를 키우시면 강아지 키보다 높은 곳에 화분을 두셔야 했는데...이제라도 분갈이하시고 더 높은 곳에 이동시켜주세요.', '이 교숙109동1006호 : 녜~~분갈이해주세요잘살꺼예요!', '이 교숙109동1006호 : 화분없으면. 오세요!', '서준.상현.도연맘 : 아^^댓글감사합니다~~진짜높은곳으로올려야될꺼같은데...높은곳으로 선반을또사야되겠어요ㅠ화분은...말씀만이라도 너무감사합니다.제가매번실패를해서 화분이랑 흙이얼마나가따버렸는지ㅋㅋ신랑몰래눈치보며 새벽배송주문해요😅']"
https://band.us/band/86294308/post/79,김 순덕,44,잎이 이렇게 누렇게 변하는 무슨 이유인지 알수있을까요?그리고 이 아이 이름도 궁금합니다.알았었는데 어느새 까먹었어요.,2022년 8월 29일,오후 3:54,"[""꽃피우는시간 : '쿠페아'네요~ 일 년에 꽃이 아홉 번 핀다고 '구피아'라고 부르기도 하지요. 물을 아주 좋아하는 아이라서 물이 부족하면 잎이 노랗게 변할 수 있어요. 물은 어떻게 주시나요~?"", '김 순덕 : 제거아니고 친구가 물에 담궈놓았다하네요.', '김 순덕 : 물을 자주 줄수있는 상황이 아니라서 화분바닥이 물에 잠기도록 두었다고 하더라구요~', '꽃피우는시간 : @김 순덕 화분을 물에 담궈놓는 저면관수는 아주 좋은 물 주기 방법이긴 해요~ 하지만 계~속 담가놓으면 과습걸려요! 한 번씩 빼주고 물도 갈아줘야해요']"
https://band.us/band/86294308/post/80,김지혜,27,몬스테라 몇년 잘 키우고새끼 까지 쳤는데ᆢ엄마가  이렇게 갈색으로  새로난  잎을잘라주었어요,2022년 8월 30일,오전 10:01,[]
https://band.us/band/86294308/post/81,김지혜,45,,2022년 8월 30일,오전 10:03,"['꽃피우는시간 : 갈색으로 변한 부분은 이렇게 잘라주시는 게 맞아요~ 물은 어떻게 주시나요~?', '김지혜 : 맞는건진 모르고 보기가 싫어  잘라 준거예요물은 열흘정도ㅡ에 한번 줘요 @꽃피우는시간', '김지혜 : @꽃피우는시간 다른 애들도 새잎이 나도  색이 연하고 건드리면툭 떨어지기도 하고요반짝이지도 않아요새잎 나면서부터 갈색  반점이 생겨  피고요 ㅜ', '꽃피우는시간 : 열흘에 한 번 정도 주시면 물이 부족할 수도 있어요. 며칠에 한 번 이렇게 주지 마시구요, 화분 겉 흙(흙 표면에서 1.5~2cm 아래)이 건조해질 떄마다 물을 콸콸 쏟아부어주셔야해요']"
https://band.us/band/86294308/post/82,엄,30,삭소롬이 꽃이 피지 않아요 상태는 나쁘지 않은것 같은데,2022년 8월 30일,오후 9:50,"['꽃피우는시간 : 꽃이 피려면 에너지 공급이 매우 많아야해요. 햇빛을 잘 볼 수 있는 환경에서 키우고 계신지요~? 주변 환경 좀 보여주세요 ㅎㅎ', '엄 : 저희집옌 햇빛이 없어 식물등으로 키우고 있어요', '엄 : 가계엔직사광선으로 3~4시간 드는것 같은데 가계에있는얘도 꽃이 안되네요', '꽃피우는시간 : 햇빛, 물을 잘 받는데도 꽃이 안핀다면 영양분 공급이 잘 되고 있는지만 확인해주시면 돼요~ 비료(영양제)는 어떻게 주고 계세요?', '엄 : 영양제는 주는 간격은 얼마나 줘야 하는지?', '꽃피우는시간 : @엄 잎 분무는 일주일에 2~3번 해주시구요, 흙에는 물 줄 때 흙이 젖을만큼 뿌려주시고 물을 콸콸 주시면 돼요.']"
https://band.us/band/86294308/post/83,김호정,40,영양제 구입한 유저입니다. 집에서 키우는 식물진단받기위해 사진 올립니다. 2년차 애들 셋인데 전주 각각 증상이 다릅니다. 잎이 더 떨어지고 시들시들 ㅜㅠ,2022년 8월 30일,오후 9:50,"['꽃피우는시간 : 흙 갈아주신지 얼마나 되셨을까요~? 오래 된 아이들은 점점 시들시들해질 수 밖에 없지요. 특히 흙 위에 자갈, 돌 등 무거운 게 많으면 흙이 꾹꾹 눌러져 배수성이 떨어질 수 있어요. 화분 위치도 벽에 딱 붙어있으면 통풍, 햇빛 받기에 불리해 좀 떨어뜨려주시는 것을 추천해드려요', '김호정 : 흙갈이 한지 3개월인데... ㅜㅠ 과습 이런건 아닐까요', '꽃피우는시간 : 아고.. 흙 어떻게 배합하셨어요?? 물은 어떻게 주시나요?']"
https://band.us/band/86294308/post/84,김호정,36,산셀베리아 입이 갑자기다 떨어지는 이유도 부탁드립니다. ㅜㅠ,2022년 8월 30일,오후 10:24,"['꽃피우는시간 : 노랗게 변한 아이는 죽은 것 같네요.. 새로 난 아이 잘 키우시려면 좀 더 햇빛을 많이 보여주시면 좋을 것 같은데요, 주변 환경을 좀 보여주실 수 있을까요~? 물은 어떻게 주시나요?', '김호정 : 사진찍은곳 뒤에 창문인데 약간 간잡조명이구요 물은 2주에 한번 가득 줍니다.', '꽃피우는시간 : 화분 크기에 비해서 물 주기가 긴 것 같아요. 마사토가 많이 들어있는 것 같은데 흙 전체적으로 마사토를 많이 섞으셨어요?']"
https://band.us/band/86294308/post/85,엄,43,페페가 자꾸 줄기가 자꾸 물러 떨어지네요 잎 뒷에가 상처가 자꾸 생기요,2022년 9월 2일,오전 8:39,"['꽃피우는시간 : 식물이 되게 많이 기르고 계시네요~ ㅎㅎ 수박페페는 물주기, 공중습도 관리가 중요해요. 물을 어떻게 주고 계신가요? 크고 있는 환경도 한 번 보여주세요~']"
https://band.us/band/86294308/post/86,김주연,24,저 화분키우기 취미생활인데요.우연히 식물병원 알게 돼서 좋아요.,2022년 9월 2일,오전 10:36,"['꽃피우는시간 : 환영해요~! 궁금하신거 물어보셔도 되고, 식물 자랑해주셔도 좋아요~ 다른 분들 게시물에 댓글 많이 달아주시면 우수활동회원 선정해서 선물도 드리려고 해요']"
https://band.us/band/86294308/post/87,쩡아쩡아,55,안스리움 잎이 멍이 들었어요ㅠㅠ분무기로 잎에 물을 분사해주면 좋다기에 그렇게 해줬거든요그래서 그런거 같은데 제가 잘못한건가요?여기서 햇빛영양제를 구입해 다시 잎과 꽃에 뿌려줬어요 괜찮은건지.... 그리고 영양제도 하나 꽂어주긴 했는데 물은 얼마만에  주는건가요?,2022년 9월 2일,오후 2:40,"['꽃피우는시간 : 잎에 멍 든 것은 물 주기 때문이에요~ 물을 어떻게 주고 계세요? 과습이라면 영양제 뿌리는 것은 멈춰주세요~ 과습 걸린 식물에는 영양제 주면 안돼요. 우선 흙에 물 어떻게 주고 계신지부터 확인하고 어떻게 할 지 알려드릴게요', '쩡아쩡아 : 샤워기로 위에서부터 뿌려주고있어요잎도 꽃도 다 물방울 맻히게요그리고 일반물을 분무해주고 났더니 저렇게 멍이 . . 그래서 영양제를 사본거예요일주일에 한번 듬뿍', '꽃피우는시간 : @쩡아쩡아 일주일에 한 번 주지 마시구요~ 겉 흙(1.5~2cm)가 건조해졌을 때만 물을 듬뿍 주세요. 흙 상태를 잘 봐야해요', '쩡아쩡아 : @꽃피우는시간 잎과 꽃에서부터 주는건 괜찮은건가요?아니면 흙에만 줘야하나요?이번에 흙이 쫌 마르면 따사로운햇볕만 꽃과 잎에 분무하고 흙에도 분무할까하는데 괜찮을까요?계속 질문만해서 미안하네요^^;;', '꽃피우는시간 : @쩡아쩡아 질문 해주시라고 만든 밴드에요~ 마음껏 질문해주셔도 돼요 ㅎㅎ보통 일반 물을 잎에 뿌려준다고 저렇게 멍이 들진 않아요. 만약 과습인 경우 영양제 뿌려주면 부담이 올 수도 있으니 당분간은 잎에만 물 분무 해주세요. 멍든 잎은 잘라주시구요, 겉 흙 말랐을 때 물 주기만 잘 지켜주시면서, 한 번 지켜봐주세요.']"
https://band.us/band/86294308/post/88,서준.상현.도연맘,25,강아지가 다죽인거같아요ㅠ옥수수는 죽은거겠죠?,2022년 9월 2일,오후 2:52,"['꽃피우는시간 : 아고... 강아지가 화분을 좋아하나 보네요 ㅎㅎ 흙은 좋아 보이는데요~ 어린 식물이 한 번 뽑히면 다시 살아나기는 어렵지만, 한 번 지켜봐 주세요']"
