,user_name,rating,date,content
10,Google 사용자,2,2018년 10월 9일,"오랫동안 제품 구매에 잘 사용하고 있습니다. 그런데 언젠가부터 앱이 실행시키지도 않았는데 실행되네요. 폰 충전 이후에도 실행되고 실행된 앱 지우기에서도 실행되어있고... 이렇다할 특별한 이유 없이 그냥 자동으로 실행되어 있어요. 업데이트를 해봐도 달라지는 점이 없어 리뷰 남깁니다. 다른 분들 리뷰를 봐도 같은 증상이 꽤 많은 듯 한데, 빠른 시일 내 개선 부탁드립니다."
11,Google 사용자,1,2018년 11월 8일,어느 순간부터 핸드폰 화면을 켜기만 하면 쿠팡이 자동 실행 됨. 알림을 보고 직접 접속 하는건 괜찮지만 앱 자체가 자동으로 실행이 되어 버리면 일부러 또 앱을 꺼줘야 해서 굉장히 불편함. 처음에는 버그인가 생각도 해보고 핸드폰 문제인가 생각도 했지만 결국 쿠팡앱 자체 문제인 것으로 보이고 몇일 기다려봤지만 수정할 기미도 없고 의도적인 것으로 보여 삭제합니다. 그럼 이만
12,Google 사용자,1,2020년 2월 1일,"같은 시점에 찜 리스트의 제품 가격과 실제 제품 가격이 차이가 나는 경우가 종종 있습니다. 품절된 제품이 찜 리스트에는 재고가 있는 것처럼 나오기도 하구요. 쿠팡 특성상 가격, 재고 변동은 감안해야 한다고는 생각하지만, 같은 시점에 이렇게까지 내용이 다르니 헷갈리는 점이 많습니다. 개선 부탁드립니다. ////(추가) 관심 없는 제품은 홈화면에서 노출되지 않도록 설정할 수 있었으면 좋겠습니다. 컴퓨터 주변기기 좀 둘러봤다고 웬 홀딱벗은 캐릭터가 그려진 마우스패드를 추천상품이라면서 홈화면에 자꾸 보여주는데 짜증만 납니다. 그딴 제품은 대체 왜 파는 거며 저한테 추천해주는 이유가 뭡니까"
13,백유진,1,2022년 2월 27일,재입고 알림을 신청할 수는 있지만 개별 취소는 불가하다. 선택지는 재입고 알림 기능자체를 꺼버리든지 아니면 이제는 필요없어진 상품의 재입고 알림을 계속 받든지 두가지 선택밖에 없다. 재입고 알림 기능을 만들었으면 당연히 취소 기능도 만드는게 머리통이라는게 달렸으면 퍼뜩 드는 생각일텐데 이런 것도 안 만들어놨다.
14,김미라,3,2021년 6월 3일,사용하는건 좋은데 왜 계속 핸드폰에 이상한 광고같은게 계속 뜨는지 알수가없네요. 핸드폰이 그로인해 계속 켜지기도하고 배터리가 빨리 소진되서 너무 불편하네요. 어플에들어가서 광고없애려고 찾아봐도 안보이고 이런건 좀 아니지않나요? 이로인해 어플을 지우고 사용기기가 싫어질때가있습니다. 이런 광고는 오히려 역효과를 줄듯합니다. 빠른 조치가 필요할것같습니다
15,Google 사용자,5,2018년 11월 20일,"물론 예전보다 편리해지고 나아지는건 당연하겠지만 쿠팡도 간편결제나 앱 접근성 같은게 정말 편해졌네요. PC웹 UI?는 여전히 좀 촌스러운 느낌이 없지않아 있지만 시각적으로 편한게 좋고, 앱은 참 편리하네요. 계좌이체 시 쿠팡포인트 적립도 좋구요. 한국의 아마존이 목표인걸로 아는데 꼭 그렇게 되길 바랍니다^^"
16,Google 사용자,4,2020년 3월 21일,"데이터 요청에 실패 하였습니다. 웹에서 열기 시 해당 지역 불가 및 페이지로 열어볼 수 없는 상황입니다. 지웠다가 다시 받아도 동일 페이지만 뜹니다. 업데이트도 최신버전입니다. 5G 에서 안되는 부분인가요? wifi 사용시 로그인은 가능한 것으로 확인 했습니다. 개발자님, 빠른 확인 부탁드립니다. 2~3번 껐다가 켜니 다시 되요! 다행 입니다."
17,Google 사용자,1,2019년 7월 29일,"푸시기능외에, 어플리케이션을 실행시키지도 않았 자기혼자 켜져있는 불쾌한 경험을 몇번 겪은 후 그냥 삭제했습니다. 의도한 기능인지는 모르겠지만, 사용자가 원하지 않은데도 불구하고 어플리케이션이 실행되어 상품페이지를 보여주는 것은 좋은 방식은 아닌거 같네요. 수정되길 바랍니다."
18,김경수,3,2022년 2월 22일,물품등을 주문 하고 받을 날짜보다 빨리오는경유 주문내역을 확인해보면 아직까지도 배송중으로 뜨는경우가 많은데 사이트에 오류가 잇는건지 궁금해서요!!!!!! 그리고 물품 주문햇을경우 한번애 재고소진으로인해 주문 취소햇던적도잇는데 물품들의 재고들이 남은소량등을 확인이 잘 나타나지 않을때가 많내요!!!! 이런일이 더이상 지속되지 않길 바람니다~~
19,Google 사용자,4,2019년 5월 11일,"갤럭시 S8 사용자, 쿠팡으로 전자용품/가구/화장품/의류/백팩/식품/문구 등등 모두 구매해봤고 2년째 사용 중인데 저는 사용하기에 불편함이 없었고 배송도 빠르고 (운이 좋아서) 불량이 온 적은 거의 없었습니다. 매우 싼 가격과 매우 빠른 배송속도 그리고 비교적 친절한 서비스를 고려해서 이 정도면 충분히 좋다고 생각합니다. 판매자가 오류배송을 하거나 불량품을 파는 것은 앱마다 존재하는 상황이라고 생각합니다. 쿠팡 화이팅!!"
20,Google 사용자,2,2019년 1월 21일,앱이 이상한 것 같습니다. 앱을 실행시키지도 않았는데 핸드폰을 잠금을 풀면 앱이 실행되서 바탕화면이 나오는게 아니고 쿠팡앱에 어떤 상품사이트에 들어가 있습니다. 쿠팡을 나가게 되면 인터넷앱이 추가적으로 특정사이트가 실행됩니다. 최근 이틀사이에 이러한 현상이 자주 발생합니다.
21,Google 사용자,5,2019년 1월 23일,단순하고 직관적인 구조라 쉽게 쇼핑 가능. 자세하고 세세한 검색과 분류 등은 좀 아쉬움. (이걸 하면 단순하고 직관적인게 안되니 양날의 검) 원하는 상품검색 필터가 부족한 부분은 추천(연관?) 아이템이 사고 싶은 것 위주로 잘 보여주기 때문에 상쇄됨
22,Google 사용자,5,2019년 5월 3일,"저는 오랜 옥션 VVIP 맴버입니다...주로 옥션만 사용하다가(쿠폰할인 및 포인트 혜택등의 이유로..), 최근 쿠팡을 통해(저렴함 가격으로 인해..) 몇가지 상품을 주문해 보았습니다. 저녁7시 전에 주문하면, 담날 새벽에 문앞에 상품이 도착하는, 이런게 있는줄 몰랐습니다...배송이 늦어지면, 판매자와 연락, 쇼핑몰 상담원과 연락하는 과정에서 적지않은 스트레스를 받았던터라, 너무 편하고 좋습니다 첫번째는 물론, 저렴한 가격이지만, 무엇보다 담날 새벽에 상품이 도착해 있어, 늦은 배송 스트레스와 판매자나 쇼핑몰 상담원을 직접 컨택할일이 없어 너무 편합니다...진즉에 알았으면, 그동안 다른 쇼핑몰을 통해 판매자 및, 상담원과 실갱이 벌일 문제가 없었을텐데 ㅠㅠ주로 배송 및 반품 문제였습니다... 저는 반품은 귀찮아서 거의 안하는 편이지만, 판매자를 직접 컨택하면 언제나 언짢은 일들이 생기곤 합니다..결제 했는데, 왜 배송 안해주냐는둥..뭐 그런...이제는 쿠팡을 통해 총알 배송"
23,Yeeun Hong,4,2020년 11월 27일,정말 추가되었으면 하는 기능이 품절제외 필터입니다ㅠㅠ 어차피 사지도 못하는데 무조건 같이 검색되는게 진짜 너무 불편해요. 스크롤만 쓸데없이 길어지고요. 물론 가격비교나 상품평확인을 위해 품절제품도 볼 수 있어야 하겠지만 무조건 검색되는거 말고 필터로 설정할 수 있게 바꿔주세요ㅠㅠ
24,Google 사용자,2,2018년 10월 20일,쿠팡은 다좋은데 휴대폰이 혼자 좀비같이 팝업이 갑자기 뜨니까 곤란한상황이 몇번 발생되어 문제제기를 했고 불편함을 호소했는데 설정은 바꾸고 그 이후로도 계속 반복되는 상황에 짜증과 스트레스가 극에달해 삭제해버렸습니다. 어짜피 검색하던 목록들 팝업창으로 뜬다고 구매하는것도 아니고 불편하고 작업하다 팝업이 떠서 짜증스럽게 만드는데 왜 개선을 안하는 겁니까? 장점들이 많은데도 불구하고 다시 쓰기 불편하고 싫게 만드는 팝업광고창 때문에 삭제하고 떠납니다. 버그 좀비 같은 팝업광고창 이거 제발 개선하십쇼 좀 ~!!!!!!! 왜 삭제했는데도 계속 뜨는겁니까~!!????
25,김요일,1,2021년 5월 9일,핸드폰 켤때마다 팝업광고창이 혼자 켜져서 너무 화나요. 광고창이 혼자 켜지는게 너무 심해서 처음엔 폰에 바이러스가 퍼진줄 알았어요. 한 달동안 무슨 문제인지도 모르는체 살았는데 광고로 쿠팡이 자주뜨는걸 보고 혹시몰라 어플을 삭제해보니 그제서야 팝업광고창이 안뜨더라고요. 팝업 광고 허용한 기억도 없고 설정창을 아무리 뒤져봐도 팝업광고 끄는 버튼이 안보이던데 어쩌자는건지...ㅋㅋ;; 다시는 어플깔기 싫네요.
26,Lamartine,4,2021년 12월 23일,"어젯밤(12월 22일 밤) 10시경 주문하려는데 앱 오류 발생. 다른 메뉴들은 정상적으로 화면 표시가 되는데, '마이쿠팡' 메뉴 진입하면 미로그인 상태이고 일부 정보가 노출 되지 않아서 몇 번 시도 해보아도 안 되고... 해킹 의심까지 했습니다. 그런데 주문은 되는데 주문내역 화면은 나타나지 않고 오류 안내 메시지 나타나고요... 주문 내역 E-mail은 수신 되네요. 거~참, 뭐잉~ 고객센터 1:1채팅 창에서는 묵묵부답/반응 없고, 홈 화면에 앱 오류 관련 공지라도 해놓아야 되는 거 아닌가요~ 결제 두 번 할뻔 했습니다. 두 번 결제 되면 취소는 분명 처리가 잘 안될 것이라 판단하고 시도 중지했지만... 빠른 안내 공지 바랍니다."
27,Google 사용자,5,2019년 2월 11일,"최근까지 위메프 쓰다가 완전히 쿠팡으로 갈아탔어요! 같은 제품이라면 가격 제일 싼 곳에서 사는게 좋잖아요? 그래서 네이버 쇼핑으로 상품 검색해보고 최저가로 파는 사이트에 가서 사는데, 최저가 상품들이 거의 다 쿠팡에 있더라구요. 게다가 '언제까지 도착 보장!' 이라고 떡하니 쓰여있어서 일일히 배송예정일자같은거 안찾아봐도 되고, 안심되고, 급하게 필요한 물건을 살때도 정말 큰 도움이 되더라구요. 또 제가 최근 검색한 상품으로 추천도 해줘서 이것저것 비교할때 정말 좋아요! 나중에는 제가 선택한 상품들만 나열해서 비교하는 기능도 있으면 좋겠어요. (애플에 상품 비교하기처럼요! 혹시 이미 있나요?ㅎㅎ;) 정말 맘에 들었던건 상품 설명 맨 위에 간략한 주요 정보가 표로 정리되어있어서 같은 카테고리의 상품들도 빠르게 비교할수있어서 빨리 구매결정을 할 수 있는거예요!! 이거 너무 최고예요ㅜㅜ 쿠팡 앞으로도 자주 쓸게요♡"
28,Google 사용자,4,2018년 12월 2일,"종이박스 재활용 되면 좋겠어요,. 아까워요 플라스틱 제품(치솔, 영양제 통.. 등) 수거하면 좋겠어요! 한사람도 버리는 양이 꽤 많은데, 날마다 쿠팡이용자들이 얼마나 많이 버릴지.. 영양제통은 깨끗해서 100%재활용 될거 같은데 수거만 잘하면요! 플라스틱 지구를 구해야죠.! 연구해 보세요! 쿠팡!"
29,Google 사용자,5,2019년 2월 20일,사용자 맞춤 제품 광고 좋구요.정기배송도 편리해요 무엇보다 풍부한 제품들이 있어서 좋아요. 한가지 ! 문제가 생겼을 때 사후관리가 잘되는 지는 경험을 안해봐서 잘 모르겠어요. 반품을 해본적은 없지만 반품해 본 후 사후서비스는 얼마나 깔끔 믿을만하고 빠른지 그때 가서도 평가에 응해볼께요. 감사합니다.
30,Google 사용자,3,2019년 8월 26일,"빠른긴해요. 헌데 포장은 배달하시는분이 그러시는건지 모르겠지만 포장은 항상 찌그러지고 엉망입니다. 또한, 직접받고부재시문앞. 이 말은 즉, 집에있는지 확인 전화후 없거나 통화가 안될시 문앞에 두는거잖아요. 헌데 무조건 전화없이 문앞에 두고갑니다. 그럴거면 저 문구는 필요가 없는 문구네요. 그래서 간혹 짜증납니다."
31,Google 사용자,4,2019년 1월 7일,결제는 정말 간편하고 좋다 상품이 예전에 비해 많이 줄어들었지만 대체적으로 많이 구매하는 것들로 이루어져 큰 불편함은 없다. 가장 큰 장점은 주말에도 배송이 된다는 점이다. 항상 친절한 쿠팡맨들로 인해 배송 받을 때마다 기분이 좋아지는 것은 덤이다. 앱 자체보다는 전반적인 서비스 품질이 좋다. 반품도 로켓배송은 비교적 간편한 편이다.
32,라니,1,2021년 4월 2일,잘쓰다가 요즘들어 자꾸페이지에 연결할수없다는 문구가뜹니다..;; 어플사용을할수가없어요 오류가계속떠서 삭제하고 깔고를몇번이나하고 데이터도문제가없는데 아래의 리뷰보니 저만그런게아니군요! 쿠팡에문의하니.. 다시깔아보라는말뿐이고 정상이라는데 고객센터에도 전화통화해보니 똑같은말뿐.. 기종이 옛날기종도아니고 업데이트하면서 오류가많이나는거 같아요 개선좀부탁드립니다 편리하게쓸려고 어플이용했지만 어플이안되니 웹사이트통해구매하는 번거러움이큽니다..
33,Google 사용자,1,2019년 7월 22일,"다양한 상품과 무배도 많아서 눈 여겨 봤었습니다. 그래서 처음으로 쿠팡을 통해 결제를 할려 했는데요,다른 앱에 비해 결제 방식이 너무 복잡합니다.다른 앱 같은 경우는 배송지와 결제수단만 선택하면 되는 반면에 이 앱은 배송지와 결제수단을 입력할때 은행사를 선택하고 또 계좌번호까지 적더군요 이때 해당 은행앱을 깔으라고 해서 번거롭지만 깔았는데 또 무슨 보안 앱을 깔으라고 해서 강제로 깔았네요..;근데 또 무슨 문제인지 은행은 가입이 안 되고..계속 하다가 더이상 못하겠어서 삭제했습니다.."
34,Google 사용자,5,2018년 11월 5일,제가 위**을 자주 이용하는데 비교를 하면 쿠팡이 저렴한것도 있지만 대체적으로 위**이 저렴한게 많습니다.그렇지만 배송부분에 있어서는 위**은 늘 특가로 후려치다보니 주문이 폭주해서 상품출고가 늦어져서 결국 배송까지 늦어지는 일이 허다합니다.그 때문에 낭패본일도 허다하구요.그래서 요즘은 꼭 필요한 특가상품외에는 주로 쿠팡에서 주문합니다.한번도 실수한적이 없어요~대만족입니다.
35,Google 사용자,3,2019년 4월 30일,옥션만이용하다 사용했는데 빠른배송과 저렴한가격 그리고 배송료등 좋습니다만 폰에 보여지는 초기화면이 영 별로입니다.옥션에서는 올킬이라해서 일일 특가판매품목이 보여줘서 새로운것 뭐가있나하고 매일 찾아보게 되는데 쿠팡은 본인이 검색한것 까지는 조금 괜찮지만 벌써 구입한 품목까지 보여집니다.구입해서 다른 품목에 관심을 돌려야되는데요.즉 새롭지 않다는 겁니다.베스트상품이라든지 특가상품이라든지 뭔가 새로온 품목들로 초기화면이 보여지면 좋겠습니다.그리고 또한가지 요청건은 컬쳐랜드 상품권 사용되게 해주시면 좋겠습니다.이상입니다.
36,Google 사용자,4,2019년 6월 12일,"쿠팡앱이 전하고 다르게 새롭게 바뀐거 같네요. 사용자 편의성이 편한 다른 쇼핑사이트들 보다 더 좋게 개선된듯 하네요. 마이쿠팡 항목에서 배송 여부를 편하게 편하게 확인할 수 있어 너무 좋네요. 배송 이력등도 쉽게 볼수있고, 간단명료해진 느낌이 너무 좋네요. 다만 쇼핑결제가 카드등록만 되면 한번에 편하게되서 좋긴 하지만 폰분실등 다른 사람이 습득해서 악용하면 어떻지 걱정되네요. 하여튼 편해져서 쿠팡쇼핑 구매가 많아질듯 합니다. 앞으로도 품질좋은 제품 싸게 팔아주시고 소비자의견을 받아 드려 더욱 편하고 좋은 쿠팡으로 개선 되길 바랍니다."
37,질주본능,1,2020년 11월 16일,"쿠페이 부족시 자동충전 되는 문제는 언제 수정이 가능합니까? 예전엔 시스템 오류라고 빠른 시일내에 조치한다고 하더니만 이젠 월래 그렇다고 해 버리니 참, 안타깝습니다. 자동충전이 되면 뭐하러 충전하라는 걸 만들어 놨는지 이해가 되지 않네요. 다른 경쟁사 앱을 이용해 보시면 알겠지만 결제머니가 사용자의 선택에 의해 충전하게 되어 있습니다. 부족한 부분이 있으면 인정하고 빨리 수정하면 되는 것을......, 간단한 사항을 그게 그렇게 하기 싫나! 아님 능력 부족인가?"
38,네오TV,3,2021년 6월 10일,앱업데이트 안하면 사용 불가하게 해놓은것이 불편함.(와이파이 안되는곳 에서는 앱 업데이트 하면 데이터 요금 많이들어가서 안쓰게됩니다.;) 광고는 앱 설정들어가서 수신거부(마이쿠팡-아이디 이름 누르면 하단에 푸시 설정 있습니다.) 해놔야 광고 안뜹니다.. 안하면 광고 자주나옵니다.
39,Google 사용자,5,2019년 1월 26일,쿠팡 정말 배송하나는 엄청 빠르고 친절한데 제품하나당 박스하나에 포장해서 와가지고 택배 받을때마다 현타를 느낍니다ㅋㅋ 또한 결제 오류도 잘 없고 빨리빨리 일처리가 되서 속이 시원해요 이거쓰다가 다른 앱썼는데 속터질뻔..(물론 그 앱은 새로 깔아서 했기 때문에 등록 절차 등 여러저러한 거 하느라 그런거도 있지만..) 쿠폰을 많이 주지는 않는데 빠르고 편하고 가격도 나쁘지 않고 상품도 많고 상품후기도 많은편이기때문에 저는 거의 쿠팡만 씁니다(아무리 찾아도 원하는게 없거나 더 싼거를 알아보고 싶을때는 네이버 검색..)
40,Google 사용자,5,2019년 8월 11일,"쿠팡 너무 잘 쓰고 있어요 사용자 입장에서 한가지 불편한게 있다면 로켓배송 글씨, 주문하기 등 어플 안에서의 색상은 다 파란색이라 쿠팡하면 파란색이 떠오르는데, 어플을 찾다보면 아이콘?은 빨간색이라서 못보고 지나칠 때가 많은것 같아요. 색상을 한가지로 통일하는 건 어떨까요? 많은 업체들이 빨간색을 사용하고 있으니 파란색을 사용하는게 더 좋을것같아요!"
41,Google 사용자,2,2019년 8월 5일,쿠팡 자체는 긍정적이지만 앱은 실망스럽습니다. 아이패드에선 가로로 보는 것도 안될 뿐더러 검색은 같은 물건에 키워드가 조금만 달라도 아예 다른 결과가 나오고 정렬방식을 바꾸면 나오던 상품이 목록에서 사라지기도 하네요. 옥션 짜증나서 갈아탔는데 쿠팡앱은 개선이 많이 필요합니다.
42,Google 사용자,5,2019년 8월 26일,쿠팡넘조아요! 가격은 타 쇼핑몰 보다 싼것두 있고 비싼것두 있고... 무엇보다 담달 바로 배송 된다는점! 상세한 리뷰!구매에 많은 도움되고. 쿠폰등.등급에대한 차이가 없다는게 좀 아쉽네요 암튼 뭐니뭐니해도 빠른배송이 젤!! 단점은 가격변동이 너무 잦다는거.! 같은판매자 물품 매달주문할때마다 가격이 자꾸오름.
43,Google 사용자,5,2018년 11월 8일,"문의에 대한 답변이 매우 친절하고 빠릅니다. 로켓배송 상품은 배송비가 무료여서 너무 만족스럽고요, 필요한 물건을 검색해보면 거의 없는게 없습니다. 다만 조금 불편한 점이라면 탑 리뷰어들이 리뷰 랭킹 올리려고 후기를 장황하게 길게만 쓰고 정작 도움이 될만한 정보는 부실하게 써놓고.. 그런 후기가 상위권에 노출되게 해놓은 시스템이 아쉽습니다"
44,Google 사용자,4,2019년 2월 24일,"주문한 상품이 결함이 있어 반품신청시, 고객을 무조건 신뢰하고 반품과 환불을 바로 실행하는 판패자님들께 우선 감사드립니다. 일부 그렇지않은 판매자들로 인해 글로벌한 쿠팡 이용에 대해 많은 회의감이 있었는데 지금은 개선되어가고 있고 노력하고 있음이 엿보여 이렇게 평가에 참여합니다. 특히 인터넷으로 구매시 어떻게 어떤 방법으로 결제를 해야하며, 결제 후 주문 취소는 어떻게 해야하며, 물건결함시 어떻게 반품을 해야하며, 인터넷 결제를 어려워하는 사람들을 위한 다양한 결제 방법 등등~~~ 99.9% 고객입장의 인터넷쇼핑 매장임을 느낍니다. 특히 나이먹은 사람들이 인터넷 주문이용에 대해 그 어떤 편견도 두려움도 안느끼게끔 너무나 쉽고 편리하게 인터넷 쇼핑을 할수 있도록 만들어 놓은것을 보면 정말 놀랍습니다. 아마도 홈페이지 개발자께서 고객 마음속에 들어앉아 있거나 다 꿰뚫고 있나 봅니다. ㅎㅎ~ 100% 아니 그 이상의 고객입장을 우선시 한다면 미래로 세계로의 쿠팡이 될것으로 믿습니다"
45,Google 사용자,1,2018년 11월 3일,몇 년간 자취하면서 정말정말 잘쓰고 있는데 어느 순간부터 폰 최근앱 버튼을 누르면 쿠팡이 제일 먼저 설정되게 바뀌어서 엄청 불편해요. 광고수단으로 이렇게 한 건가요? 만약 그렇다면 제발 원래대로 해주세요. 쿠팡 한달에도 몇 번씩 시키는데 그것땜에 너무 불편해서 앱을 지웠어요. 이런 식으로 광고하지 않으셔도 잘만 쓰고있습니다. 제 폰의 오류가 아니라면 쿠팡쪽에서 뭔가 바꾼 거 같은데... 개발자분 이거 보시면 답변 달아주세요
46,b100min블루민 (民),1,2020년 6월 23일,"품절품 검색 제외 옵션이 필요함. 최초검색결과(쿠팡랭킹순)에서 낮은 가격순 정렬이라든지 옵션을 바꾸면 개수가 현격하게 줄어드는 버그도 있음. 로켓배송 검색 옵션 체크된 상태에서 로켓와우만 보기, 로켓직구만 보기 각각 라디오옵션 선택 시의 개수가 합이 맞아야 하는데 전혀 안맞음."
47,Sungjin Kim,3,2021년 11월 19일,"연관상품 로직 개선 바랍니다 AI를 적용한 건지는 모르겠지만 로직이 단순하거나 멍청하네요. 검색하고 이미 구매버튼 누른 상품과 거의 유사한 상품들이 연관상품으로 화면에 도배가 되는데 사용자에게 아무런 도움이 안 됩니다. 용어 그대로 연관된 상품으로 보여주세요, 동일한 상품 말고"
48,Google 사용자,3,2019년 8월 13일,"앱 사용상의 대부분은 편리하게 여겨지는데, 결재 방법을 자꾸 강요하는 듯한 화면 구성이 몹시 불편합니다. 물건 잘 검색해서 장바구니에 넣었다가 결재할때 자꾸 결재 방법을 한가지로 몰아가는 불편한 UI로 인해 흥이 확 깨지는 기분이에요."
49,물망초,1,2021년 12월 21일,완전 짜증남 !!!!! 업데이트되고 뭐가 문제인지 주문이 결제로 넘어가는 과정부터 화면이 이상하게 에러가 뜨길래 주문이 안 된 줄 알고 3번 정도 계속했더니 3번 모두 결제돼 버렸음. 주문취소하려니 그 화면으로도 안 넘어감. 근데 더 웃긴 건 다른 건 다 되는데 내가 문제 생긴 부분만 계속 에러뜸. 어플 지우고 깔기를 3번 정도 반복. 계속 안됨. 개짜증.한두 명이 이용하는 게 아닐 텐데 이따위로 만드냐!!!!!
50,Google 사용자,4,2020년 3월 20일,앱도 잘 쓰고 있고 물건도 정말 편리하게 잘 사고 있습니다. 다만 언제부턴가 알림센터에 새로이 표시되는 알림을 읽어도 숫자가 지워지질 않아서 조금 거슬리네요. 치명적인 오류는 아니라지만 예전에는 없던 문제이기 때문에 다음 업데이트 때는 개선됐으면 좋겠습니다. 좋은 가격에 좋은 물건을 구할 수 있게끔 해주셔서 항상 감사드립니다!
51,Ann king,1,2020년 11월 27일,구매 후 얼마안 지나서 품목변경을 하려고했는데 (같은제품 더 많은 수량묶음을 구매하려고) 바로 취소가되는것 같길래 일단 눌렀더니 2500원 배송비가 차감되고 반품이 되네요.... 제품을 받아보지도 않았고 아직 출발도 안했는데 반품비 내는건 태어나서 처음들어봤어요. 이런 방식인줄 알았으면 취소를 안했을텐데 당황스럽네요. 팝업창을 띄우든 가시성있게 이런 특이사항을 잘 표시해야할듯 합니다.
